# IPsum Threat Intelligence Feed
# (https://github.com/stamparm/ipsum)
#
# Last update: Fri, 03 Apr 2026 03:00:58 +0200
#
# IP	number of (black)lists
#
34.135.208.93	1
34.138.133.158	1
34.138.135.178	1
34.138.241.188	1
34.139.145.78	1
34.140.251.161	1
34.142.180.197	1
34.144.187.194	1
34.145.170.174	1
34.145.178.103	1
34.147.253.184	1
34.158.27.251	1
34.158.79.105	1
34.158.91.216	1
34.162.92.94	1
34.162.116.163	1
34.162.201.17	1
34.168.106.157	1
34.168.224.10	1
34.171.205.133	1
34.177.98.85	1
34.179.176.246	1
34.185.178.219	1
34.186.67.55	1
34.186.69.80	1
34.187.158.4	1
34.187.168.155	1
34.187.204.40	1
34.193.2.57	1
34.195.60.66	1
34.196.6.199	1
34.196.237.236	1
34.202.88.37	1
34.207.214.138	1
34.221.131.236	1
34.225.138.57	1
34.225.243.131	1
34.231.156.59	1
34.234.200.207	1
34.236.135.14	1
35.75.69.202	1
35.77.34.232	1
35.132.226.69	1
35.171.117.160	1
35.192.170.185	1
35.192.201.237	1
35.193.176.249	1
35.195.2.42	1
35.196.53.107	1
35.196.175.219	1
35.202.57.165	1
35.203.211.42	1
35.203.211.167	1
35.204.109.104	1
35.205.47.144	1
35.209.217.9	1
35.216.189.16	1
35.220.178.74	1
35.220.189.244	1
35.221.11.32	1
35.223.29.185	1
35.225.21.197	1
35.226.107.40	1
35.226.125.165	1
35.226.130.81	1
35.230.20.48	1
35.231.55.137	1
35.232.89.175	1
35.236.199.128	1
35.237.17.93	1
35.237.82.107	1
35.239.153.187	1
35.244.153.44	1
35.245.27.117	1
35.245.62.129	1
35.245.229.209	1
35.246.150.102	1
35.247.117.165	1
35.247.254.98	1
36.25.101.239	1
36.26.83.200	1
36.37.69.163	1
36.38.56.82	1
36.40.91.52	1
36.41.75.167	1
36.50.55.106	1
36.55.148.193	1
36.55.155.247	1
36.55.159.23	1
36.64.10.42	1
36.68.34.81	1
36.71.181.15	1
36.79.129.86	1
36.80.1.199	1
36.83.123.206	1
36.88.16.31	1
36.88.119.162	1
36.92.51.147	1
36.92.240.142	1
36.95.77.99	1
36.95.194.50	1
36.95.194.52	1
36.95.194.54	1
36.99.44.134	1
36.99.46.24	1
36.99.152.138	1
36.99.165.139	1
36.106.166.2	1
36.106.166.5	1
36.106.166.8	1
36.106.166.12	1
36.106.166.13	1
36.106.166.17	1
36.106.166.18	1
36.106.166.19	1
36.106.166.23	1
36.106.166.24	1
36.106.166.25	1
36.106.166.27	1
36.106.166.28	1
36.106.166.29	1
36.106.166.32	1
36.106.166.34	1
36.106.166.36	1
36.106.166.38	1
36.106.166.40	1
36.106.166.41	1
36.106.166.42	1
36.106.166.46	1
36.106.166.47	1
36.106.166.51	1
36.106.166.52	1
36.106.166.56	1
36.106.166.57	1
36.106.166.59	1
36.106.166.62	1
36.106.166.65	1
36.106.166.66	1
36.106.166.74	1
36.106.166.77	1
36.106.166.78	1
36.106.166.79	1
36.106.166.80	1
36.106.166.82	1
36.106.166.83	1
36.106.166.84	1
36.106.166.85	1
36.106.166.88	1
36.106.166.93	1
36.106.166.95	1
36.106.166.96	1
36.106.166.97	1
36.106.166.99	1
36.106.166.102	1
36.106.166.104	1
36.106.166.105	1
36.106.166.108	1
36.106.166.109	1
36.106.166.113	1
36.106.166.114	1
36.106.166.116	1
36.106.166.117	1
36.106.166.119	1
36.106.166.120	1
36.106.166.121	1
36.106.166.122	1
36.106.166.123	1
36.106.166.124	1
36.106.166.129	1
36.106.166.130	1
36.106.166.131	1
36.106.166.132	1
36.106.166.133	1
36.106.166.134	1
36.106.166.137	1
36.106.166.138	1
36.106.166.141	1
36.106.166.142	1
36.106.166.145	1
36.106.166.146	1
36.106.166.148	1
36.106.166.149	1
36.106.166.151	1
36.106.166.155	1
36.106.166.157	1
36.106.166.158	1
36.106.166.161	1
36.106.166.162	1
36.106.166.166	1
36.106.166.168	1
36.106.166.170	1
36.106.166.171	1
36.106.166.174	1
36.106.166.175	1
36.106.166.177	1
36.106.166.178	1
36.106.166.180	1
36.106.166.185	1
36.106.166.188	1
36.106.166.189	1
36.106.166.191	1
36.106.166.192	1
36.106.166.195	1
36.106.166.196	1
36.106.166.199	1
36.106.166.200	1
36.106.166.201	1
36.106.166.202	1
36.106.166.203	1
36.106.166.205	1
36.106.166.206	1
36.106.166.210	1
36.106.166.211	1
36.106.166.212	1
36.106.166.213	1
36.106.166.217	1
36.106.166.220	1
36.106.166.221	1
36.106.166.222	1
36.106.166.223	1
36.106.166.225	1
36.106.166.233	1
36.106.166.238	1
36.106.166.239	1
36.106.166.241	1
36.106.166.244	1
36.106.166.245	1
36.106.166.247	1
36.106.166.248	1
36.106.166.249	1
36.106.166.252	1
36.106.166.254	1
36.106.166.255	1
36.106.167.2	1
36.106.167.4	1
36.106.167.5	1
36.106.167.7	1
36.106.167.8	1
36.106.167.9	1
36.106.167.10	1
36.106.167.11	1
36.106.167.12	1
36.106.167.13	1
36.106.167.14	1
36.106.167.19	1
36.106.167.21	1
36.106.167.23	1
36.106.167.25	1
36.106.167.28	1
36.106.167.30	1
36.106.167.31	1
36.106.167.34	1
36.106.167.35	1
36.106.167.36	1
36.106.167.37	1
36.106.167.41	1
36.106.167.43	1
36.106.167.45	1
36.106.167.46	1
36.106.167.49	1
36.106.167.50	1
36.106.167.52	1
36.106.167.53	1
36.106.167.54	1
36.106.167.58	1
36.106.167.59	1
36.106.167.61	1
36.106.167.62	1
36.106.167.63	1
36.106.167.64	1
36.106.167.65	1
36.106.167.66	1
36.106.167.69	1
36.106.167.70	1
36.106.167.71	1
36.106.167.73	1
36.106.167.74	1
36.106.167.75	1
36.106.167.77	1
36.106.167.79	1
36.106.167.83	1
36.106.167.84	1
36.106.167.85	1
36.106.167.86	1
36.106.167.89	1
36.106.167.91	1
36.106.167.94	1
36.106.167.95	1
36.106.167.97	1
36.106.167.99	1
36.106.167.100	1
36.106.167.101	1
36.106.167.103	1
36.106.167.105	1
36.106.167.108	1
36.106.167.109	1
36.106.167.110	1
36.106.167.111	1
36.106.167.114	1
36.106.167.115	1
36.106.167.117	1
36.106.167.120	1
36.106.167.121	1
36.106.167.125	1
36.106.167.126	1
36.106.167.127	1
36.106.167.128	1
36.106.167.133	1
36.106.167.134	1
36.106.167.135	1
36.106.167.137	1
36.106.167.140	1
36.106.167.142	1
36.106.167.144	1
36.106.167.145	1
36.106.167.146	1
36.106.167.149	1
36.106.167.150	1
36.106.167.151	1
36.106.167.152	1
36.106.167.154	1
36.106.167.156	1
36.106.167.157	1
36.106.167.162	1
36.106.167.163	1
36.106.167.165	1
36.106.167.166	1
36.106.167.168	1
36.106.167.169	1
36.106.167.170	1
36.106.167.172	1
36.106.167.173	1
36.106.167.174	1
36.106.167.175	1
36.106.167.179	1
36.106.167.180	1
36.106.167.182	1
36.106.167.185	1
36.106.167.186	1
36.106.167.187	1
36.106.167.188	1
36.106.167.190	1
36.106.167.193	1
36.106.167.194	1
36.106.167.196	1
36.106.167.197	1
36.106.167.199	1
36.106.167.202	1
36.106.167.205	1
36.106.167.206	1
36.106.167.207	1
36.106.167.208	1
36.106.167.209	1
36.106.167.211	1
36.106.167.212	1
36.106.167.215	1
36.106.167.218	1
36.106.167.219	1
36.106.167.221	1
36.106.167.224	1
36.106.167.231	1
36.106.167.232	1
36.106.167.235	1
36.106.167.236	1
36.106.167.238	1
36.106.167.239	1
36.106.167.244	1
36.106.167.245	1
36.106.167.248	1
36.106.167.249	1
36.106.167.251	1
36.106.167.253	1
36.106.167.254	1
36.108.214.78	1
36.111.32.232	1
36.111.32.233	1
36.111.32.235	1
36.111.32.238	1
36.111.32.240	1
36.111.67.189	1
36.111.82.21	1
36.111.174.126	1
36.112.213.61	1
36.132.150.146	1
36.133.118.248	1
36.135.92.10	1
36.135.94.148	1
36.138.252.97	1
36.142.207.181	1
36.143.98.43	1
36.151.148.116	1
36.155.114.218	1
36.156.145.220	1
36.189.253.33	1
36.212.132.184	1
36.226.55.70	1
36.234.39.143	1
36.236.209.161	1
36.255.16.54	1
36.255.33.6	1
36.255.33.11	1
36.255.33.17	1
36.255.33.21	1
36.255.33.22	1
36.255.33.28	1
36.255.33.34	1
36.255.33.42	1
36.255.33.44	1
36.255.33.45	1
36.255.33.67	1
36.255.33.81	1
36.255.33.83	1
36.255.33.88	1
36.255.33.90	1
36.255.33.103	1
36.255.33.105	1
36.255.33.108	1
36.255.33.118	1
36.255.33.119	1
36.255.33.120	1
36.255.33.132	1
36.255.33.134	1
36.255.33.137	1
36.255.33.140	1
36.255.33.145	1
36.255.33.148	1
36.255.33.150	1
36.255.33.153	1
36.255.33.156	1
36.255.33.158	1
36.255.33.159	1
36.255.33.161	1
36.255.33.174	1
36.255.33.175	1
36.255.33.178	1
36.255.33.180	1
36.255.33.182	1
36.255.33.183	1
36.255.33.188	1
36.255.33.192	1
36.255.33.193	1
36.255.33.204	1
36.255.33.213	1
36.255.33.214	1
36.255.33.223	1
36.255.33.233	1
36.255.33.244	1
36.255.44.19	1
36.255.223.167	1
37.19.220.57	1
37.27.19.56	1
37.28.181.78	1
37.34.181.111	1
37.40.227.61	1
37.46.160.175	1
37.46.190.251	1
37.59.249.210	1
37.60.245.34	1
37.67.74.207	1
37.67.107.188	1
37.72.140.3	1
37.77.150.2	1
37.77.150.12	1
37.77.150.13	1
37.77.150.16	1
37.77.150.19	1
37.77.150.22	1
37.77.150.23	1
37.77.150.52	1
37.77.150.54	1
37.77.150.67	1
37.77.150.69	1
37.77.150.71	1
37.77.150.72	1
37.77.150.83	1
37.77.150.86	1
37.77.150.89	1
37.77.150.94	1
37.77.150.104	1
37.77.150.109	1
37.77.150.121	1
37.77.150.123	1
37.77.150.142	1
37.98.253.231	1
37.112.111.211	1
37.119.208.215	1
37.120.146.146	1
37.120.205.3	1
37.120.205.4	1
37.120.205.5	1
37.120.205.6	1
37.120.205.7	1
37.120.205.8	1
37.120.205.9	1
37.120.205.12	1
37.120.205.14	1
37.120.205.15	1
37.120.205.16	1
37.120.205.18	1
37.120.205.20	1
37.120.205.21	1
37.120.205.22	1
37.120.205.23	1
37.120.205.24	1
37.120.205.25	1
37.120.205.26	1
37.120.205.27	1
37.120.205.29	1
37.120.205.124	1
37.120.205.195	1
37.120.205.197	1
37.120.205.198	1
37.120.205.201	1
37.120.205.202	1
37.120.205.204	1
37.120.205.205	1
37.120.205.206	1
37.120.205.207	1
37.120.205.209	1
37.120.205.210	1
37.120.205.211	1
37.120.205.212	1
37.120.205.213	1
37.120.205.214	1
37.120.205.215	1
37.120.205.216	1
37.120.205.217	1
37.120.205.218	1
37.120.205.219	1
37.120.205.221	1
37.120.205.222	1
37.120.205.230	1
37.120.205.236	1
37.131.43.102	1
37.139.53.7	1
37.139.53.67	1
37.139.53.129	1
37.140.99.73	1
37.140.223.2	1
37.140.223.8	1
37.140.223.23	1
37.140.223.31	1
37.140.223.32	1
37.140.223.33	1
37.140.223.34	1
37.140.223.35	1
37.140.223.36	1
37.140.223.37	1
37.140.223.38	1
37.140.223.39	1
37.140.223.40	1
37.140.223.49	1
37.140.223.50	1
37.140.223.58	1
37.140.223.65	1
37.140.223.66	1
37.140.223.72	1
37.140.223.73	1
37.140.223.74	1
37.140.223.77	1
37.140.223.79	1
37.140.223.82	1
37.140.223.83	1
37.140.223.85	1
37.140.223.86	1
37.140.223.87	1
37.140.223.88	1
37.140.223.89	1
37.140.223.90	1
37.140.223.91	1
37.140.223.92	1
37.140.223.93	1
37.140.223.94	1
37.140.223.95	1
37.140.223.97	1
37.140.223.101	1
37.140.223.102	1
37.140.223.103	1
37.140.223.104	1
37.140.223.105	1
37.140.223.107	1
37.140.223.118	1
37.140.223.120	1
37.140.223.122	1
37.140.223.123	1
37.140.223.130	1
37.140.223.133	1
37.140.223.136	1
37.140.223.137	1
37.140.223.142	1
37.140.223.146	1
37.140.223.147	1
37.140.223.155	1
37.140.223.156	1
37.140.223.157	1
37.140.223.158	1
37.140.223.164	1
37.140.223.166	1
37.140.223.168	1
37.140.223.169	1
37.140.223.173	1
37.140.223.179	1
37.140.223.183	1
37.140.223.186	1
37.140.223.189	1
37.140.223.190	1
37.140.223.192	1
37.140.223.194	1
37.140.223.198	1
37.140.223.202	1
37.140.223.205	1
37.140.223.207	1
37.140.223.208	1
37.140.223.210	1
37.140.223.212	1
37.140.223.214	1
37.140.223.222	1
37.140.223.230	1
37.143.123.60	1
37.151.228.170	1
37.187.29.212	1
37.187.90.9	1
37.187.244.59	1
37.192.151.104	1
37.192.198.13	1
37.193.132.190	1
37.205.80.235	1
37.210.131.57	1
37.211.182.88	1
37.237.191.73	1
37.242.65.197	1
37.252.184.214	1
38.3.133.65	1
38.7.199.183	1
38.12.30.135	1
38.14.254.236	1
38.22.170.10	1
38.35.225.197	1
38.43.208.4	1
38.50.71.16	1
38.50.207.184	1
38.51.49.92	1
38.51.173.226	1
38.54.113.19	1
38.56.81.68	1
38.56.98.74	1
38.58.57.69	1
38.86.15.36	1
38.89.143.10	1
38.97.60.101	1
38.113.191.66	1
38.127.61.13	1
38.132.109.100	1
38.137.14.247	1
38.137.250.91	1
38.137.250.247	1
38.145.191.251	1
38.148.247.222	1
38.158.145.99	1
38.165.42.102	1
38.188.160.4	1
38.188.160.5	1
38.188.160.7	1
38.188.160.8	1
38.188.160.9	1
38.188.160.10	1
38.188.160.11	1
38.188.160.14	1
38.188.160.15	1
38.188.160.16	1
38.188.160.17	1
38.188.160.18	1
38.188.160.21	1
38.188.160.22	1
38.188.160.23	1
38.188.160.24	1
38.188.160.26	1
38.188.160.27	1
38.188.160.29	1
38.188.160.30	1
38.188.160.31	1
38.188.160.36	1
38.188.160.38	1
38.188.160.40	1
38.188.160.41	1
38.188.160.43	1
38.188.160.45	1
38.188.160.46	1
38.188.160.47	1
38.188.160.49	1
38.188.160.50	1
38.188.160.51	1
38.188.160.53	1
38.188.160.57	1
38.188.160.61	1
38.188.160.63	1
38.188.160.64	1
38.188.160.67	1
38.188.160.68	1
38.188.160.70	1
38.188.160.71	1
38.188.160.76	1
38.188.160.78	1
38.188.160.79	1
38.188.160.80	1
38.188.160.82	1
38.188.160.83	1
38.188.160.84	1
38.188.160.86	1
38.188.160.87	1
38.188.160.88	1
38.188.160.89	1
38.188.160.92	1
38.188.160.93	1
38.188.160.94	1
38.188.160.95	1
38.188.160.96	1
38.188.160.98	1
38.188.160.99	1
38.188.160.102	1
38.188.160.105	1
38.188.160.106	1
38.188.160.109	1
38.188.160.110	1
38.188.160.111	1
38.188.160.112	1
38.188.160.118	1
38.188.160.119	1
38.188.160.121	1
38.188.160.123	1
38.188.160.124	1
38.188.160.126	1
38.188.160.130	1
38.188.160.132	1
38.188.160.133	1
38.188.160.134	1
38.188.160.137	1
38.188.160.138	1
38.188.160.140	1
38.188.160.143	1
38.188.160.147	1
38.188.160.148	1
38.188.160.149	1
38.188.160.151	1
38.188.160.152	1
38.188.160.155	1
38.188.160.158	1
38.188.160.160	1
38.188.160.163	1
38.188.160.165	1
38.188.160.168	1
38.188.160.169	1
38.188.160.172	1
38.188.160.175	1
38.188.160.176	1
38.188.160.178	1
38.188.160.181	1
38.188.160.182	1
38.188.160.183	1
38.188.160.186	1
38.188.160.187	1
38.188.160.188	1
38.188.160.192	1
38.188.160.193	1
38.188.160.195	1
38.188.160.196	1
38.188.160.197	1
38.188.160.198	1
38.188.160.200	1
38.188.160.207	1
38.188.160.208	1
38.188.160.210	1
38.188.160.211	1
38.188.160.217	1
38.188.160.218	1
38.188.160.220	1
38.188.160.221	1
38.188.160.223	1
38.188.160.225	1
38.188.160.227	1
38.188.160.238	1
38.188.160.240	1
38.188.160.241	1
38.188.160.245	1
38.188.160.246	1
38.188.160.247	1
38.188.160.248	1
38.188.160.249	1
38.188.160.251	1
38.188.160.252	1
38.188.160.253	1
38.188.160.254	1
38.188.160.255	1
38.188.165.2	1
38.190.101.34	1
38.190.117.121	1
38.191.202.163	1
38.196.81.142	1
38.210.105.10	1
38.210.160.214	1
38.210.161.31	1
38.210.161.77	1
38.224.81.123	1
38.226.1.110	1
38.226.16.253	1
38.242.200.116	1
38.242.250.250	1
38.247.64.209	1
38.248.29.183	1
38.248.29.195	1
38.250.116.73	1
38.250.116.128	1
38.250.161.100	1
38.252.77.83	1
38.252.93.99	1
38.252.170.10	1
38.252.192.26	1
38.252.218.66	1
39.58.116.86	1
39.61.48.179	1
39.61.50.145	1
39.98.173.163	1
39.102.61.234	1
39.102.97.137	1
39.102.214.113	1
39.107.104.228	1
39.108.96.168	1
39.112.249.86	1
39.129.209.216	1
39.144.112.47	1
39.144.129.0	1
39.144.129.1	1
39.144.129.21	1
39.144.129.39	1
39.144.129.59	1
39.144.129.65	1
39.144.129.70	1
39.144.129.73	1
39.144.129.74	1
39.144.129.85	1
39.144.129.92	1
39.144.129.101	1
39.144.129.102	1
39.144.129.107	1
39.144.129.109	1
39.144.129.118	1
39.144.129.119	1
39.144.129.124	1
39.144.129.128	1
39.144.129.136	1
39.144.129.147	1
39.144.129.159	1
39.144.129.160	1
39.144.129.164	1
39.144.129.207	1
39.144.129.252	1
39.144.129.255	1
39.144.130.40	1
39.152.6.7	1
39.152.6.12	1
39.153.149.150	1
39.153.156.69	1
39.170.26.74	1
39.170.51.163	1
39.181.37.163	1
39.184.146.79	1
39.187.82.158	1
40.69.208.247	1
40.74.115.25	1
40.75.84.21	1
40.75.136.106	1
40.75.139.249	1
40.75.140.18	1
40.76.118.45	1
40.76.124.68	1
40.81.230.77	1
40.82.133.107	1
40.87.104.188	1
40.89.130.0	1
40.90.250.163	1
40.112.234.143	1
40.115.138.121	1
40.119.24.130	1
40.124.180.92	1
41.10.148.172	1
41.32.42.171	1
41.33.45.100	1
41.33.199.13	1
41.38.31.147	1
41.38.156.126	1
41.38.160.135	1
41.38.208.53	1
41.64.172.51	1
41.65.107.38	1
41.65.226.84	1
41.68.145.134	1
41.78.247.109	1
41.82.91.125	1
41.89.96.153	1
41.89.227.161	1
41.94.105.10	1
41.111.198.242	1
41.111.213.190	1
41.111.215.65	1
41.139.177.151	1
41.159.133.66	1
41.184.55.66	1
41.186.188.69	1
41.205.23.59	1
41.205.77.46	1
41.207.248.234	1
41.208.71.226	1
41.210.154.226	1
41.212.50.147	1
41.214.47.52	1
41.215.136.217	1
42.6.60.205	1
42.7.201.89	1
42.7.202.54	1
42.48.38.2	1
42.48.38.6	1
42.48.38.8	1
42.48.38.10	1
42.48.38.12	1
42.48.38.13	1
42.48.38.15	1
42.48.38.17	1
42.48.38.20	1
42.48.38.21	1
42.48.38.22	1
42.48.38.23	1
42.48.38.24	1
42.48.38.25	1
42.48.38.27	1
42.48.38.28	1
42.48.38.31	1
42.48.38.32	1
42.48.38.34	1
42.48.38.38	1
42.48.38.40	1
42.48.38.41	1
42.48.38.43	1
42.48.38.44	1
42.48.38.45	1
42.48.38.48	1
42.48.38.49	1
42.48.38.51	1
42.48.38.53	1
42.48.38.55	1
42.48.38.56	1
42.48.38.57	1
42.48.38.59	1
42.48.38.62	1
42.48.38.66	1
42.48.38.67	1
42.48.38.68	1
42.48.38.70	1
42.48.38.72	1
42.48.38.73	1
42.48.38.75	1
42.48.38.81	1
42.48.38.84	1
42.48.38.87	1
42.48.38.88	1
42.48.38.89	1
42.48.38.91	1
42.48.38.92	1
42.48.38.93	1
42.48.38.97	1
42.48.38.99	1
42.48.38.100	1
42.48.38.103	1
42.48.38.106	1
42.48.38.107	1
42.48.38.108	1
42.48.38.111	1
42.48.38.112	1
42.48.38.113	1
42.48.38.114	1
42.48.38.115	1
42.48.38.116	1
42.48.38.119	1
42.48.38.121	1
42.48.38.125	1
42.48.38.127	1
42.48.38.128	1
42.48.38.129	1
42.48.38.133	1
42.48.38.137	1
42.48.38.138	1
42.48.38.139	1
42.48.38.141	1
42.48.38.142	1
42.48.38.143	1
42.48.38.144	1
42.48.38.146	1
42.48.38.147	1
42.48.38.148	1
42.48.38.152	1
42.48.38.153	1
42.48.38.154	1
42.48.38.155	1
42.48.38.156	1
42.48.38.157	1
42.48.38.159	1
42.48.38.161	1
42.48.38.162	1
42.48.38.163	1
42.48.38.165	1
42.48.38.166	1
42.48.38.167	1
42.48.38.168	1
42.48.38.169	1
42.48.38.170	1
42.48.38.172	1
42.48.38.173	1
42.48.38.174	1
42.48.38.175	1
42.48.38.176	1
42.48.38.177	1
42.48.38.179	1
42.48.38.180	1
42.48.38.181	1
42.48.38.183	1
42.48.38.184	1
42.48.38.185	1
42.48.38.187	1
42.48.38.188	1
42.48.38.192	1
42.48.38.193	1
42.48.38.194	1
42.48.38.196	1
42.48.38.200	1
42.48.38.201	1
42.48.38.203	1
42.48.38.205	1
42.48.38.206	1
42.48.38.207	1
42.48.38.208	1
42.48.38.211	1
42.48.38.213	1
42.48.38.215	1
42.48.38.217	1
42.48.38.218	1
42.48.38.219	1
42.48.38.223	1
42.48.38.225	1
42.48.38.228	1
42.48.38.229	1
42.48.38.232	1
42.48.38.233	1
42.48.38.234	1
42.48.38.235	1
42.48.38.236	1
42.48.38.237	1
42.48.38.238	1
42.48.38.239	1
42.48.38.240	1
42.48.38.241	1
42.48.38.242	1
42.48.38.245	1
42.48.38.246	1
42.48.38.247	1
42.48.38.248	1
42.48.38.253	1
42.48.38.254	1
42.53.93.244	1
42.58.180.135	1
42.81.143.35	1
42.82.180.58	1
42.83.147.32	1
42.83.147.53	1
42.85.167.148	1
42.86.109.125	1
42.96.16.250	1
42.112.179.215	1
42.113.98.215	1
42.115.101.13	1
42.123.123.77	1
42.179.225.89	1
42.180.48.148	1
42.180.128.5	1
42.193.52.183	1
42.193.174.226	1
42.193.247.110	1
42.240.172.248	1
43.98.171.80	1
43.98.174.93	1
43.98.174.102	1
43.98.242.30	1
43.98.246.240	1
43.98.251.0	1
43.98.251.126	1
43.98.252.12	1
43.99.75.179	1
43.103.41.76	1
43.106.19.224	1
43.106.124.108	1
43.106.128.16	1
43.106.128.146	1
43.106.128.152	1
43.106.128.163	1
43.106.129.124	1
43.106.130.88	1
43.106.130.151	1
43.106.130.237	1
43.106.131.175	1
43.106.132.234	1
43.106.132.240	1
43.106.133.175	1
43.106.133.183	1
43.106.134.52	1
43.106.134.133	1
43.106.134.145	1
43.106.134.187	1
43.106.134.210	1
43.106.136.8	1
43.106.136.126	1
43.106.136.176	1
43.106.136.233	1
43.106.137.18	1
43.106.138.37	1
43.106.138.61	1
43.106.138.201	1
43.106.138.205	1
43.106.139.28	1
43.106.139.99	1
43.106.139.206	1
43.106.139.211	1
43.106.139.235	1
43.106.140.99	1
43.106.140.124	1
43.106.141.44	1
43.106.141.167	1
43.106.141.201	1
43.106.143.191	1
43.110.36.191	1
43.128.1.71	1
43.129.52.139	1
43.130.14.245	1
43.130.39.254	1
43.130.53.252	1
43.130.67.6	1
43.130.74.193	1
43.130.101.151	1
43.130.110.130	1
43.130.139.177	1
43.130.154.56	1
43.130.174.37	1
43.131.235.166	1
43.133.91.48	1
43.133.186.13	1
43.133.187.11	1
43.133.253.253	1
43.134.18.124	1
43.134.126.236	1
43.135.36.201	1
43.135.47.237	1
43.135.130.202	1
43.135.133.241	1
43.135.134.127	1
43.135.136.130	1
43.135.140.225	1
43.135.142.37	1
43.135.182.43	1
43.135.183.82	1
43.136.73.143	1
43.136.137.239	1
43.138.207.179	1
43.139.4.103	1
43.139.65.222	1
43.139.70.62	1
43.139.170.36	1
43.139.232.54	1
43.142.47.248	1
43.142.87.72	1
43.142.123.12	1
43.143.63.96	1
43.143.90.74	1
43.143.93.61	1
43.143.100.190	1
43.143.221.223	1
43.152.72.244	1
43.153.12.58	1
43.153.27.244	1
43.153.35.128	1
43.153.47.201	1
43.153.48.240	1
43.153.54.14	1
43.153.62.161	1
43.153.67.21	1
43.153.79.218	1
43.153.85.46	1
43.153.113.127	1
43.153.122.30	1
43.153.123.4	1
43.155.27.244	1
43.155.129.131	1
43.155.162.41	1
43.155.188.157	1
43.155.195.141	1
43.156.7.94	1
43.157.53.115	1
43.157.62.101	1
43.157.67.70	1
43.157.156.190	1
43.157.170.126	1
43.157.175.122	1
43.157.191.20	1
43.158.91.71	1
43.159.35.176	1
43.159.61.169	1
43.159.128.155	1
43.159.128.237	1
43.159.138.217	1
43.159.140.236	1
43.159.144.16	1
43.159.149.56	1
43.159.152.4	1
43.159.152.187	1
43.160.198.194	1
43.160.245.82	1
43.163.111.111	1
43.164.130.249	1
43.164.197.177	1
43.165.64.145	1
43.165.67.57	1
43.165.69.68	1
43.165.70.220	1
43.165.135.242	1
43.165.189.206	1
43.166.1.243	1
43.166.128.86	1
43.166.134.114	1
43.166.224.244	1
43.166.242.189	1
43.166.244.66	1
43.166.247.82	1
43.166.250.187	1
43.166.255.102	1
43.167.239.66	1
43.173.1.69	1
43.205.211.194	1
43.224.125.54	1
43.225.9.236	1
43.225.52.87	1
43.228.37.109	1
43.228.112.105	1
43.228.157.6	1
43.228.157.11	1
43.228.157.37	1
43.228.157.49	1
43.228.157.64	1
43.228.157.65	1
43.228.157.67	1
43.228.157.68	1
43.228.157.73	1
43.228.157.75	1
43.228.157.90	1
43.228.157.93	1
43.228.157.121	1
43.228.157.129	1
43.228.157.171	1
43.230.210.131	1
43.240.10.196	1
43.240.55.50	1
43.248.109.201	1
43.248.109.216	1
43.251.52.24	1
43.252.159.76	1
43.252.159.78	1
43.252.159.100	1
43.254.158.134	1
44.193.102.198	1
44.195.145.102	1
44.202.137.75	1
44.204.193.194	1
44.205.74.196	1
44.205.180.155	1
44.205.192.249	1
44.206.65.8	1
44.207.252.58	1
44.213.36.21	1
44.214.19.8	1
44.215.231.15	1
44.220.185.13	1
44.220.185.27	1
44.220.185.30	1
44.220.185.39	1
44.220.185.41	1
44.220.185.44	1
44.220.185.47	1
44.220.185.53	1
44.220.185.60	1
44.220.185.67	1
44.220.185.68	1
44.220.185.73	1
44.220.185.84	1
44.220.185.91	1
44.220.185.93	1
44.220.185.98	1
44.220.185.112	1
44.220.185.113	1
44.220.185.115	1
44.220.185.119	1
44.220.185.123	1
44.220.185.125	1
44.220.185.136	1
44.220.185.138	1
44.220.185.139	1
44.220.185.144	1
44.220.185.147	1
44.220.185.149	1
44.220.185.151	1
44.220.185.152	1
44.220.185.153	1
44.220.185.154	1
44.220.185.157	1
44.220.185.161	1
44.220.185.162	1
44.220.185.166	1
44.220.185.172	1
44.220.185.175	1
44.220.185.178	1
44.220.185.192	1
44.220.185.197	1
44.220.185.198	1
44.220.185.203	1
44.220.185.214	1
44.220.185.217	1
44.220.185.221	1
44.220.185.225	1
44.220.185.235	1
44.220.185.238	1
44.220.185.239	1
44.220.185.241	1
44.220.185.254	1
44.220.188.2	1
44.220.188.7	1
44.220.188.10	1
44.220.188.14	1
44.220.188.15	1
44.220.188.41	1
44.220.188.47	1
44.220.188.51	1
44.220.188.57	1
44.220.188.62	1
44.220.188.63	1
44.220.188.69	1
44.220.188.79	1
44.220.188.102	1
44.220.188.103	1
44.220.188.111	1
44.220.188.114	1
44.220.188.122	1
44.220.188.124	1
44.220.188.125	1
44.220.188.132	1
44.220.188.139	1
44.220.188.147	1
44.220.188.155	1
44.220.188.157	1
44.220.188.158	1
44.220.188.161	1
44.220.188.162	1
44.220.188.163	1
44.220.188.165	1
44.220.188.166	1
44.220.188.170	1
44.220.188.181	1
44.220.188.188	1
44.220.188.191	1
44.220.188.196	1
44.220.188.205	1
44.220.188.206	1
44.220.188.208	1
44.220.188.211	1
44.220.188.217	1
44.220.188.220	1
44.220.188.222	1
44.220.188.224	1
44.220.188.226	1
44.220.188.235	1
44.220.188.236	1
44.220.188.237	1
44.220.188.238	1
44.220.188.251	1
44.220.188.254	1
44.221.37.41	1
44.221.227.90	1
44.223.193.255	1
